Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance,Days_Taken
INV1471,2024-02-20,2024-02-22,106.14,acctnt_4,2024-02-22,8470,Software Subscriptions,Invoice Payment,106.14,0.0,294042,2
INV1472,2024-02-17,2024-02-22,1162.41,acctnt_1,2024-02-22,8471,Revenue - Consulting,Software Purchase,0.0,1162.41,295204,5
INV1473,2024-02-20,2024-02-22,542.64,acctnt_4,2024-02-22,8472,Equipment Purchase,Office Rent,542.64,0.0,294661,2
INV1474,2024-02-17,2024-02-22,4700.82,acctnt_3,2024-02-22,8473,Accounts Receivable,Maintenance Fee,0.0,4700.82,299362,5
INV1475,2024-02-15,2024-02-22,4509.49,acctnt_6,2024-02-22,8474,Salaries Expense,Cloud Service Renewal,4509.49,0.0,294853,7
INV1476,2024-02-17,2024-02-22,675.91,acctnt_4,2024-02-22,8475,Equipment Purchase,Invoice Payment,675.91,0.0,294177,5
INV1477,2024-02-21,2024-02-22,4309.87,acctnt_1,2024-02-22,8476,Revenue - Consulting,Salary Expense,0.0,4309.87,298487,1
INV1478,2024-02-22,2024-02-22,3952.78,acctnt_6,2024-02-22,8477,Office Rent,Software Purchase,3952.78,0.0,294534,0
INV1479,2024-02-17,2024-02-22,2926.1,acctnt_6,2024-02-22,8478,Accounts Receivable,Salary Expense,0.0,2926.1,297460,5
INV1480,2024-02-19,2024-02-22,2846.91,acctnt_6,2024-02-22,8479,Revenue - Consulting,Maintenance Fee,0.0,2846.91,300307,3
INV1481,2024-02-22,2024-02-22,3052.92,acctnt_6,2024-02-22,8480,Software Subscriptions,Client Payment,3052.92,0.0,297254,0
INV1482,2024-02-21,2024-02-22,2744.78,acctnt_4,2024-02-22,8481,Salaries Expense,Equipment Purchase,2744.78,0.0,294509,1
INV1483,2024-02-19,2024-02-22,4196.89,acctnt_5,2024-02-22,8482,Revenue - Consulting,Office Rent,0.0,4196.89,298706,3
INV1484,2024-02-22,2024-02-22,3400.7,acctnt_3,2024-02-22,8483,Accounts Receivable,Salary Expense,0.0,3400.7,302107,0
INV1485,2024-02-21,2024-02-22,463.62,acctnt_2,2024-02-22,8484,Salaries Expense,Software Purchase,463.62,0.0,301643,1
INV1486,2024-02-21,2024-02-22,4549.64,acctnt_6,2024-02-22,8485,Revenue - Consulting,Equipment Purchase,0.0,4549.64,306193,1
INV1487,2024-02-17,2024-02-22,1790.94,acctnt_5,2024-02-22,8486,Salaries Expense,Software Purchase,1790.94,0.0,304402,5
INV1488,2024-02-16,2024-02-22,3960.9,acctnt_6,2024-02-22,8487,Office Rent,Software Purchase,3960.9,0.0,300441,6
INV1489,2024-02-20,2024-02-22,2122.78,acctnt_2,2024-02-22,8488,Revenue - Software Sales,Cloud Service Renewal,0.0,2122.78,302564,2
INV1490,2024-02-19,2024-02-22,2103.81,acctnt_4,2024-02-22,8489,Salaries Expense,Cloud Service Renewal,2103.81,0.0,300460,3
INV1491,2024-02-15,2024-02-22,4232.93,acctnt_2,2024-02-22,8490,Revenue - Consulting,Software Purchase,0.0,4232.93,304693,7
INV1492,2024-02-19,2024-02-22,831.26,acctnt_5,2024-02-22,8491,Office Rent,Client Payment,831.26,0.0,303862,3
INV1493,2024-02-20,2024-02-22,918.48,acctnt_5,2024-02-22,8492,Accounts Payable,Equipment Purchase,918.48,0.0,302943,2
INV1494,2024-02-21,2024-02-22,1500.0,acctnt_6,2024-02-22,8493,Salaries Expense,Salary Expense,1500.0,0.0,301443,1
INV1495,2024-02-15,2024-02-22,1023.92,acctnt_4,2024-02-22,8494,Equipment Purchase,Client Payment,1023.92,0.0,300419,7
INV1496,2024-02-22,2024-02-22,4199.99,acctnt_4,2024-02-22,8495,Revenue - Consulting,Software Purchase,0.0,4199.99,304619,0
INV1497,2024-02-15,2024-02-22,4073.74,acctnt_3,2024-02-22,8496,Revenue - Consulting,Office Rent,0.0,4073.74,308693,7
INV1498,2024-02-19,2024-02-22,405.55,acctnt_5,2024-02-22,8497,Revenue - Software Sales,Client Payment,0.0,405.55,309099,3
INV1499,2024-02-18,2024-02-22,1952.26,acctnt_6,2024-02-22,8498,Equipment Purchase,Cloud Service Renewal,1952.26,0.0,307146,4
INV1500,2024-02-20,2024-02-22,4739.05,acctnt_2,2024-02-22,8499,Salaries Expense,Maintenance Fee,4739.05,0.0,302407,2
INV1501,2024-02-21,2024-02-22,1087.94,acctnt_1,2024-02-22,8500,Equipment Purchase,Maintenance Fee,1087.94,0.0,301319,1
INV1502,2024-02-15,2024-02-22,3067.51,acctnt_1,2024-02-22,8501,Software Subscriptions,Equipment Purchase,3067.51,0.0,298252,7
INV1503,2024-02-19,2024-02-23,3275.08,acctnt_4,2024-02-23,8502,Software Subscriptions,Maintenance Fee,3275.08,0.0,294977,4
INV1504,2024-02-19,2024-02-23,592.67,acctnt_2,2024-02-23,8503,Salaries Expense,Invoice Payment,592.67,0.0,294384,4
INV1505,2024-02-19,2024-02-23,3148.99,acctnt_2,2024-02-23,8504,Revenue - Consulting,Maintenance Fee,0.0,3148.99,297533,4
INV1506,2024-02-20,2024-02-23,919.14,acctnt_6,2024-02-23,8505,Revenue - Consulting,Client Payment,0.0,919.14,298452,3
INV1507,2024-02-19,2024-02-23,4221.79,acctnt_4,2024-02-23,8506,Revenue - Software Sales,Maintenance Fee,0.0,4221.79,302674,4
INV1508,2024-02-17,2024-02-23,3134.19,acctnt_4,2024-02-23,8507,Salaries Expense,Invoice Payment,3134.19,0.0,299540,6
INV1509,2024-02-20,2024-02-23,4093.95,acctnt_4,2024-02-23,8508,Software Subscriptions,Office Rent,4093.95,0.0,295446,3
INV1510,2024-02-17,2024-02-23,4171.59,acctnt_4,2024-02-23,8509,Office Rent,Office Rent,4171.59,0.0,291274,6
INV1511,2024-02-17,2024-02-23,4765.15,acctnt_1,2024-02-23,8510,Revenue - Consulting,Software Purchase,0.0,4765.15,296039,6
INV1512,2024-02-22,2024-02-23,2228.99,acctnt_5,2024-02-23,8511,Revenue - Software Sales,Software Purchase,0.0,2228.99,298268,1
INV1513,2024-02-20,2024-02-23,2608.37,acctnt_4,2024-02-23,8512,Accounts Payable,Salary Expense,2608.37,0.0,295660,3
INV1514,2024-02-22,2024-02-23,3371.84,acctnt_4,2024-02-23,8513,Office Rent,Maintenance Fee,3371.84,0.0,292288,1
INV1515,2024-02-17,2024-02-23,1651.2,acctnt_6,2024-02-23,8514,Revenue - Consulting,Client Payment,0.0,1651.2,293939,6
INV1516,2024-02-16,2024-02-23,891.28,acctnt_1,2024-02-23,8515,Salaries Expense,Cloud Service Renewal,891.28,0.0,293048,7
INV1517,2024-02-19,2024-02-23,2925.61,acctnt_2,2024-02-23,8516,Software Subscriptions,Software Purchase,2925.61,0.0,290122,4
INV1518,2024-02-20,2024-02-23,169.33,acctnt_4,2024-02-23,8517,Revenue - Consulting,Equipment Purchase,0.0,169.33,290292,3
INV1519,2024-02-23,2024-02-23,2142.27,acctnt_5,2024-02-23,8518,Accounts Payable,Office Rent,2142.27,0.0,288150,0
INV1520,2024-02-20,2024-02-23,2566.91,acctnt_4,2024-02-23,8519,Salaries Expense,Maintenance Fee,2566.91,0.0,285583,3
INV1521,2024-02-20,2024-02-23,1382.37,acctnt_4,2024-02-23,8520,Equipment Purchase,Invoice Payment,1382.37,0.0,284200,3
INV1522,2024-02-17,2024-02-23,2267.75,acctnt_4,2024-02-23,8521,Revenue - Consulting,Cloud Service Renewal,0.0,2267.75,286468,6
INV1523,2024-02-20,2024-02-23,643.2,acctnt_4,2024-02-23,8522,Salaries Expense,Maintenance Fee,643.2,0.0,285825,3
INV1524,2024-02-23,2024-02-23,2287.98,acctnt_2,2024-02-23,8523,Revenue - Software Sales,Office Rent,0.0,2287.98,288113,0
INV1525,2024-02-21,2024-02-23,693.51,acctnt_6,2024-02-23,8524,Accounts Payable,Cloud Service Renewal,693.51,0.0,287419,2
INV1526,2024-02-23,2024-02-23,1076.2,acctnt_6,2024-02-23,8525,Revenue - Consulting,Equipment Purchase,0.0,1076.2,288495,0
INV1527,2024-02-18,2024-02-23,2882.65,acctnt_1,2024-02-23,8526,Salaries Expense,Maintenance Fee,2882.65,0.0,285613,5
INV1528,2024-02-17,2024-02-23,2436.67,acctnt_6,2024-02-23,8527,Equipment Purchase,Software Purchase,2436.67,0.0,283176,6
INV1529,2024-02-23,2024-02-23,1134.29,acctnt_4,2024-02-23,8528,Revenue - Consulting,Equipment Purchase,0.0,1134.29,284310,0
INV1530,2024-02-22,2024-02-23,4899.93,acctnt_5,2024-02-23,8529,Accounts Receivable,Software Purchase,0.0,4899.93,289210,1
INV1531,2024-02-18,2024-02-23,238.59,acctnt_6,2024-02-23,8530,Revenue - Software Sales,Invoice Payment,0.0,238.59,289449,5
INV1532,2024-02-21,2024-02-23,2563.62,acctnt_5,2024-02-23,8531,Accounts Payable,Maintenance Fee,2563.62,0.0,286885,2
INV1533,2024-02-16,2024-02-23,2886.14,acctnt_5,2024-02-23,8532,Salaries Expense,Salary Expense,2886.14,0.0,283999,7
INV1534,2024-02-20,2024-02-23,286.35,acctnt_4,2024-02-23,8533,Revenue - Consulting,Cloud Service Renewal,0.0,286.35,284286,3
INV1535,2024-02-16,2024-02-23,669.79,acctnt_5,2024-02-23,8534,Revenue - Consulting,Salary Expense,0.0,669.79,284955,7
INV1536,2024-02-23,2024-02-23,3563.38,acctnt_5,2024-02-23,8535,Revenue - Consulting,Invoice Payment,0.0,3563.38,288519,0
INV1537,2024-02-23,2024-02-23,1328.69,acctnt_3,2024-02-23,8536,Revenue - Consulting,Office Rent,0.0,1328.69,289847,0
INV1538,2024-02-17,2024-02-23,2728.55,acctnt_3,2024-02-23,8537,Salaries Expense,Office Rent,2728.55,0.0,287119,6
INV1539,2024-02-17,2024-02-23,882.43,acctnt_3,2024-02-23,8538,Equipment Purchase,Equipment Purchase,882.43,0.0,286236,6
INV1540,2024-02-21,2024-02-24,3056.84,acctnt_2,2024-02-24,8539,Equipment Purchase,Cloud Service Renewal,3056.84,0.0,283180,3
INV1541,2024-02-18,2024-02-24,1477.35,acctnt_6,2024-02-24,8540,Revenue - Consulting,Salary Expense,0.0,1477.35,284657,6
INV1542,2024-02-20,2024-02-24,1722.84,acctnt_5,2024-02-24,8541,Revenue - Consulting,Salary Expense,0.0,1722.84,286380,4
INV1543,2024-02-23,2024-02-24,1297.06,acctnt_1,2024-02-24,8542,Revenue - Consulting,Software Purchase,0.0,1297.06,287677,1
INV1544,2024-02-19,2024-02-24,1757.7,acctnt_5,2024-02-24,8543,Equipment Purchase,Equipment Purchase,1757.7,0.0,285919,5
INV1545,2024-02-18,2024-02-24,2727.24,acctnt_3,2024-02-24,8544,Salaries Expense,Client Payment,2727.24,0.0,283192,6
INV1546,2024-02-22,2024-02-24,683.5,acctnt_4,2024-02-24,8545,Revenue - Consulting,Equipment Purchase,0.0,683.5,283875,2
INV1547,2024-02-24,2024-02-24,3852.81,acctnt_6,2024-02-24,8546,Accounts Receivable,Cloud Service Renewal,0.0,3852.81,287728,0
INV1548,2024-02-18,2024-02-24,3139.17,acctnt_3,2024-02-24,8547,Revenue - Consulting,Equipment Purchase,0.0,3139.17,290867,6
INV1549,2024-02-22,2024-02-24,132.06,acctnt_5,2024-02-24,8548,Revenue - Consulting,Equipment Purchase,0.0,132.06,290999,2
INV1550,2024-02-20,2024-02-24,3197.47,acctnt_5,2024-02-24,8549,Office Rent,Salary Expense,3197.47,0.0,287802,4
INV1551,2024-02-17,2024-02-24,603.43,acctnt_3,2024-02-24,8550,Software Subscriptions,Software Purchase,603.43,0.0,287199,7
INV1552,2024-02-17,2024-02-24,1008.92,acctnt_2,2024-02-24,8551,Salaries Expense,Software Purchase,1008.92,0.0,286190,7
INV1553,2024-02-20,2024-02-24,2317.62,acctnt_1,2024-02-24,8552,Equipment Purchase,Software Purchase,2317.62,0.0,283872,4
INV1554,2024-02-18,2024-02-24,3445.23,acctnt_4,2024-02-24,8553,Accounts Payable,Software Purchase,3445.23,0.0,280427,6
INV1555,2024-02-20,2024-02-24,2791.2,acctnt_4,2024-02-24,8554,Revenue - Consulting,Maintenance Fee,0.0,2791.2,283218,4
INV1556,2024-02-17,2024-02-24,507.94,acctnt_3,2024-02-24,8555,Revenue - Software Sales,Maintenance Fee,0.0,507.94,283726,7
INV1557,2024-02-18,2024-02-24,2222.59,acctnt_6,2024-02-24,8556,Accounts Receivable,Client Payment,0.0,2222.59,285949,6
INV1558,2024-02-20,2024-02-24,1205.07,acctnt_6,2024-02-24,8557,Salaries Expense,Maintenance Fee,1205.07,0.0,284743,4
INV1559,2024-02-24,2024-02-24,2839.35,acctnt_1,2024-02-24,8558,Salaries Expense,Salary Expense,2839.35,0.0,281904,0
INV1560,2024-02-19,2024-02-24,1780.67,acctnt_3,2024-02-24,8559,Revenue - Consulting,Maintenance Fee,0.0,1780.67,283685,5
INV1561,2024-02-24,2024-02-24,4023.24,acctnt_2,2024-02-24,8560,Revenue - Consulting,Software Purchase,0.0,4023.24,287708,0
INV1562,2024-02-17,2024-02-24,2146.63,acctnt_1,2024-02-24,8561,Revenue - Consulting,Software Purchase,0.0,2146.63,289855,7
INV1563,2024-02-24,2024-02-25,1189.43,acctnt_3,2024-02-25,8562,Accounts Receivable,Equipment Purchase,0.0,1189.43,291044,1
INV1564,2024-02-22,2024-02-25,4258.31,acctnt_4,2024-02-25,8563,Salaries Expense,Maintenance Fee,4258.31,0.0,286786,3
INV1565,2024-02-22,2024-02-25,2548.14,acctnt_4,2024-02-25,8564,Salaries Expense,Equipment Purchase,2548.14,0.0,284238,3
INV1566,2024-02-18,2024-02-25,799.14,acctnt_2,2024-02-25,8565,Revenue - Consulting,Cloud Service Renewal,0.0,799.14,285037,7
INV1567,2024-02-24,2024-02-25,2424.22,acctnt_4,2024-02-25,8566,Salaries Expense,Office Rent,2424.22,0.0,282613,1
INV1568,2024-02-18,2024-02-25,4698.42,acctnt_1,2024-02-25,8567,Accounts Payable,Cloud Service Renewal,4698.42,0.0,277914,7
INV1569,2024-02-20,2024-02-25,2933.1,acctnt_3,2024-02-25,8568,Salaries Expense,Salary Expense,2933.1,0.0,274981,5
INV1570,2024-02-22,2024-02-25,4657.32,acctnt_2,2024-02-25,8569,Accounts Receivable,Software Purchase,0.0,4657.32,279638,3
INV1571,2024-02-21,2024-02-25,3172.77,acctnt_1,2024-02-25,8570,Revenue - Consulting,Maintenance Fee,0.0,3172.77,282811,4
INV1572,2024-02-19,2024-02-25,1175.79,acctnt_6,2024-02-25,8571,Revenue - Consulting,Office Rent,0.0,1175.79,283987,6
INV1573,2024-02-21,2024-02-25,4835.08,acctnt_2,2024-02-25,8572,Accounts Payable,Equipment Purchase,4835.08,0.0,279152,4
INV1574,2024-02-21,2024-02-25,1919.86,acctnt_6,2024-02-25,8573,Revenue - Consulting,Client Payment,0.0,1919.86,281072,4
INV1575,2024-02-18,2024-02-25,2765.07,acctnt_4,2024-02-25,8574,Salaries Expense,Equipment Purchase,2765.07,0.0,278307,7
INV1576,2024-02-18,2024-02-25,587.6,acctnt_2,2024-02-25,8575,Software Subscriptions,Office Rent,587.6,0.0,277719,7
INV1577,2024-02-18,2024-02-25,2288.59,acctnt_4,2024-02-25,8576,Accounts Payable,Software Purchase,2288.59,0.0,275430,7
INV1578,2024-02-25,2024-02-25,893.87,acctnt_2,2024-02-25,8577,Salaries Expense,Office Rent,893.87,0.0,274537,0
INV1579,2024-02-20,2024-02-25,2490.96,acctnt_6,2024-02-25,8578,Salaries Expense,Invoice Payment,2490.96,0.0,272046,5
INV1580,2024-02-19,2024-02-25,1895.27,acctnt_5,2024-02-25,8579,Accounts Payable,Software Purchase,1895.27,0.0,270150,6
INV1581,2024-02-20,2024-02-25,760.35,acctnt_4,2024-02-25,8580,Revenue - Software Sales,Equipment Purchase,0.0,760.35,270911,5
INV1582,2024-02-18,2024-02-25,3283.5,acctnt_3,2024-02-25,8581,Revenue - Consulting,Salary Expense,0.0,3283.5,274194,7
INV1583,2024-02-23,2024-02-25,3342.92,acctnt_5,2024-02-25,8582,Software Subscriptions,Maintenance Fee,3342.92,0.0,270851,2
INV1584,2024-02-22,2024-02-25,3373.17,acctnt_5,2024-02-25,8583,Revenue - Consulting,Client Payment,0.0,3373.17,274224,3
INV1585,2024-02-21,2024-02-25,1383.96,acctnt_6,2024-02-25,8584,Revenue - Consulting,Office Rent,0.0,1383.96,275608,4
INV1586,2024-02-21,2024-02-25,2255.28,acctnt_6,2024-02-25,8585,Accounts Receivable,Software Purchase,0.0,2255.28,277864,4
INV1587,2024-02-23,2024-02-25,2873.79,acctnt_3,2024-02-25,8586,Revenue - Consulting,Office Rent,0.0,2873.79,280737,2
INV1588,2024-02-20,2024-02-25,2038.93,acctnt_1,2024-02-25,8587,Revenue - Consulting,Maintenance Fee,0.0,2038.93,282776,5
INV1589,2024-02-21,2024-02-25,3731.25,acctnt_3,2024-02-25,8588,Salaries Expense,Client Payment,3731.25,0.0,279045,4
INV1590,2024-02-24,2024-02-25,1314.66,acctnt_2,2024-02-25,8589,Revenue - Consulting,Client Payment,0.0,1314.66,280360,1
INV1591,2024-02-25,2024-02-25,1920.86,acctnt_5,2024-02-25,8590,Accounts Payable,Software Purchase,1920.86,0.0,278439,0
INV1592,2024-02-18,2024-02-25,3519.11,acctnt_6,2024-02-25,8591,Revenue - Consulting,Client Payment,0.0,3519.11,281958,7
INV1593,2024-02-23,2024-02-25,1539.52,acctnt_3,2024-02-25,8592,Revenue - Consulting,Maintenance Fee,0.0,1539.52,283498,2
INV1594,2024-02-24,2024-02-25,4754.47,acctnt_2,2024-02-25,8593,Revenue - Consulting,Client Payment,0.0,4754.47,288252,1
INV1595,2024-02-23,2024-02-25,944.13,acctnt_3,2024-02-25,8594,Salaries Expense,Salary Expense,944.13,0.0,287308,2
INV1596,2024-02-20,2024-02-25,1586.21,acctnt_3,2024-02-25,8595,Salaries Expense,Office Rent,1586.21,0.0,285722,5
INV1597,2024-02-19,2024-02-25,2631.8,acctnt_4,2024-02-25,8596,Revenue - Consulting,Software Purchase,0.0,2631.8,288353,6
INV1598,2024-02-18,2024-02-25,4602.44,acctnt_6,2024-02-25,8597,Office Rent,Software Purchase,4602.44,0.0,283751,7
INV1599,2024-02-21,2024-02-25,1451.99,acctnt_1,2024-02-25,8598,Equipment Purchase,Client Payment,1451.99,0.0,282299,4
INV1600,2024-02-23,2024-02-25,1523.48,acctnt_6,2024-02-25,8599,Revenue - Software Sales,Software Purchase,0.0,1523.48,283823,2
INV1601,2024-02-24,2024-02-25,412.2,acctnt_5,2024-02-25,8600,Salaries Expense,Cloud Service Renewal,412.2,0.0,283410,1
INV1602,2024-02-22,2024-02-26,2456.41,acctnt_6,2024-02-26,8601,Revenue - Consulting,Client Payment,0.0,2456.41,285867,4
INV1603,2024-02-25,2024-02-26,2917.99,acctnt_6,2024-02-26,8602,Revenue - Consulting,Equipment Purchase,0.0,2917.99,288785,1
INV1604,2024-02-22,2024-02-26,4213.81,acctnt_4,2024-02-26,8603,Revenue - Consulting,Cloud Service Renewal,0.0,4213.81,292999,4
INV1605,2024-02-22,2024-02-26,1946.96,acctnt_1,2024-02-26,8604,Salaries Expense,Invoice Payment,1946.96,0.0,291052,4
INV1606,2024-02-20,2024-02-26,4110.26,acctnt_4,2024-02-26,8605,Office Rent,Salary Expense,4110.26,0.0,286941,6
INV1607,2024-02-25,2024-02-26,2707.94,acctnt_2,2024-02-26,8606,Salaries Expense,Cloud Service Renewal,2707.94,0.0,284233,1
INV1608,2024-02-24,2024-02-26,1796.09,acctnt_6,2024-02-26,8607,Salaries Expense,Client Payment,1796.09,0.0,282437,2
INV1609,2024-02-22,2024-02-26,3541.41,acctnt_4,2024-02-26,8608,Software Subscriptions,Software Purchase,3541.41,0.0,278896,4
INV1610,2024-02-24,2024-02-26,4673.79,acctnt_4,2024-02-26,8609,Revenue - Consulting,Equipment Purchase,0.0,4673.79,283570,2
INV1611,2024-02-26,2024-02-26,641.21,acctnt_1,2024-02-26,8610,Revenue - Consulting,Software Purchase,0.0,641.21,284211,0
INV1612,2024-02-26,2024-02-26,3990.97,acctnt_4,2024-02-26,8611,Accounts Receivable,Client Payment,0.0,3990.97,288202,0
INV1613,2024-02-22,2024-02-26,4768.39,acctnt_2,2024-02-26,8612,Revenue - Consulting,Software Purchase,0.0,4768.39,292970,4
INV1614,2024-02-22,2024-02-26,1528.05,acctnt_5,2024-02-26,8613,Equipment Purchase,Software Purchase,1528.05,0.0,291442,4
INV1615,2024-02-22,2024-02-26,2933.87,acctnt_3,2024-02-26,8614,Salaries Expense,Salary Expense,2933.87,0.0,288508,4
INV1616,2024-02-19,2024-02-26,1276.5,acctnt_2,2024-02-26,8615,Revenue - Consulting,Salary Expense,0.0,1276.5,289785,7
INV1617,2024-02-20,2024-02-26,4979.96,acctnt_1,2024-02-26,8616,Revenue - Consulting,Equipment Purchase,0.0,4979.96,294765,6
INV1618,2024-02-21,2024-02-26,4270.42,acctnt_5,2024-02-26,8617,Revenue - Consulting,Office Rent,0.0,4270.42,299035,5
INV1619,2024-02-26,2024-02-26,1939.03,acctnt_2,2024-02-26,8618,Salaries Expense,Invoice Payment,1939.03,0.0,297096,0
INV1620,2024-02-19,2024-02-26,4148.7,acctnt_6,2024-02-26,8619,Revenue - Consulting,Cloud Service Renewal,0.0,4148.7,301245,7
INV1621,2024-02-20,2024-02-26,3241.16,acctnt_6,2024-02-26,8620,Salaries Expense,Maintenance Fee,3241.16,0.0,298004,6
INV1622,2024-02-22,2024-02-26,135.23,acctnt_5,2024-02-26,8621,Revenue - Consulting,Salary Expense,0.0,135.23,298139,4
INV1623,2024-02-21,2024-02-26,4029.55,acctnt_1,2024-02-26,8622,Salaries Expense,Client Payment,4029.55,0.0,294109,5
INV1624,2024-02-23,2024-02-26,3829.08,acctnt_2,2024-02-26,8623,Revenue - Software Sales,Client Payment,0.0,3829.08,297938,3
INV1625,2024-02-19,2024-02-26,2134.37,acctnt_2,2024-02-26,8624,Accounts Payable,Maintenance Fee,2134.37,0.0,295804,7
INV1626,2024-02-25,2024-02-26,156.76,acctnt_4,2024-02-26,8625,Office Rent,Invoice Payment,156.76,0.0,295647,1
INV1627,2024-02-19,2024-02-26,4749.14,acctnt_2,2024-02-26,8626,Revenue - Consulting,Office Rent,0.0,4749.14,300396,7
INV1628,2024-02-22,2024-02-26,1812.05,acctnt_5,2024-02-26,8627,Revenue - Consulting,Cloud Service Renewal,0.0,1812.05,302209,4
INV1629,2024-02-21,2024-02-26,3801.41,acctnt_1,2024-02-26,8628,Revenue - Consulting,Maintenance Fee,0.0,3801.41,306010,5
INV1630,2024-02-20,2024-02-26,1892.92,acctnt_3,2024-02-26,8629,Revenue - Consulting,Software Purchase,0.0,1892.92,307903,6
INV1631,2024-02-26,2024-02-26,402.15,acctnt_1,2024-02-26,8630,Revenue - Consulting,Cloud Service Renewal,0.0,402.15,308305,0
INV1632,2024-02-21,2024-02-26,3543.2,acctnt_6,2024-02-26,8631,Revenue - Consulting,Maintenance Fee,0.0,3543.2,311848,5
INV1633,2024-02-19,2024-02-26,3401.38,acctnt_6,2024-02-26,8632,Software Subscriptions,Client Payment,3401.38,0.0,308447,7
INV1634,2024-02-23,2024-02-26,3598.69,acctnt_5,2024-02-26,8633,Software Subscriptions,Invoice Payment,3598.69,0.0,304848,3
INV1635,2024-02-22,2024-02-26,2829.29,acctnt_4,2024-02-26,8634,Salaries Expense,Client Payment,2829.29,0.0,302019,4
INV1636,2024-02-25,2024-02-26,2923.1,acctnt_5,2024-02-26,8635,Revenue - Consulting,Equipment Purchase,0.0,2923.1,304942,1
INV1637,2024-02-20,2024-02-26,566.34,acctnt_2,2024-02-26,8636,Salaries Expense,Office Rent,566.34,0.0,304376,6
INV1638,2024-02-20,2024-02-26,2977.83,acctnt_3,2024-02-26,8637,Salaries Expense,Office Rent,2977.83,0.0,301398,6
INV1639,2024-02-26,2024-02-26,2470.17,acctnt_2,2024-02-26,8638,Revenue - Consulting,Cloud Service Renewal,0.0,2470.17,303868,0
INV1640,2024-02-19,2024-02-26,2599.96,acctnt_6,2024-02-26,8639,Salaries Expense,Software Purchase,2599.96,0.0,301268,7
INV1641,2024-02-22,2024-02-26,1193.42,acctnt_1,2024-02-26,8640,Salaries Expense,Software Purchase,1193.42,0.0,300075,4
INV1642,2024-02-20,2024-02-26,3819.55,acctnt_3,2024-02-26,8641,Revenue - Consulting,Cloud Service Renewal,0.0,3819.55,303894,6
INV1643,2024-02-27,2024-02-27,3743.52,acctnt_3,2024-02-27,8642,Equipment Purchase,Salary Expense,3743.52,0.0,300151,0
INV1644,2024-02-23,2024-02-27,4607.41,acctnt_2,2024-02-27,8643,Salaries Expense,Office Rent,4607.41,0.0,295543,4
INV1645,2024-02-20,2024-02-27,532.66,acctnt_3,2024-02-27,8644,Revenue - Consulting,Cloud Service Renewal,0.0,532.66,296076,7
INV1646,2024-02-24,2024-02-27,1780.06,acctnt_1,2024-02-27,8645,Salaries Expense,Maintenance Fee,1780.06,0.0,294296,3
INV1647,2024-02-23,2024-02-27,1286.82,acctnt_5,2024-02-27,8646,Revenue - Consulting,Software Purchase,0.0,1286.82,295583,4
INV1648,2024-02-24,2024-02-27,1549.16,acctnt_4,2024-02-27,8647,Salaries Expense,Equipment Purchase,1549.16,0.0,294033,3
INV1649,2024-02-20,2024-02-27,457.3,acctnt_3,2024-02-27,8648,Revenue - Consulting,Salary Expense,0.0,457.3,294491,7
INV1650,2024-02-25,2024-02-27,3134.69,acctnt_1,2024-02-27,8649,Accounts Receivable,Maintenance Fee,0.0,3134.69,297625,2
INV1651,2024-02-23,2024-02-27,1036.48,acctnt_2,2024-02-27,8650,Salaries Expense,Client Payment,1036.48,0.0,296589,4
INV1652,2024-02-27,2024-02-27,1681.95,acctnt_2,2024-02-27,8651,Revenue - Consulting,Client Payment,0.0,1681.95,298271,0
