Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV1895,04-03-2024,05-03-2024,4449.42,acctnt_6,05-03-2024,8894,Revenue - Consulting,Equipment Purchase,0,4449.42,319937
INV1896,01-03-2024,05-03-2024,3173.62,acctnt_6,05-03-2024,8895,Revenue - Consulting,Equipment Purchase,0,3173.62,323110
INV1897,29-02-2024,05-03-2024,1644.71,acctnt_1,05-03-2024,8896,Revenue - Consulting,Salary Expense,0,1644.71,324755
INV1898,02-03-2024,05-03-2024,1673.25,acctnt_1,05-03-2024,8897,Revenue - Consulting,Invoice Payment,0,1673.25,326428
INV1899,03-03-2024,05-03-2024,3128.15,acctnt_1,05-03-2024,8898,Equipment Purchase,Client Payment,3128.15,0,323300
INV1900,28-02-2024,05-03-2024,1447.64,acctnt_4,05-03-2024,8899,Salaries Expense,Invoice Payment,1447.64,0,321852
INV1901,29-02-2024,05-03-2024,4681.24,acctnt_3,05-03-2024,8900,Revenue - Consulting,Software Purchase,0,4681.24,326534
INV1902,04-03-2024,05-03-2024,392.85,acctnt_4,05-03-2024,8901,Revenue - Consulting,Salary Expense,0,392.85,326926
INV1903,27-02-2024,05-03-2024,432.9,acctnt_5,05-03-2024,8902,Revenue - Consulting,Invoice Payment,0,432.9,327359
INV1904,27-02-2024,05-03-2024,2771.87,acctnt_5,05-03-2024,8903,Software Subscriptions,Invoice Payment,2771.87,0,324587
INV1905,28-02-2024,05-03-2024,4970.7,acctnt_2,05-03-2024,8904,Salaries Expense,Cloud Service Renewal,4970.7,0,319617
INV1906,03-03-2024,05-03-2024,1073.95,acctnt_3,05-03-2024,8905,Revenue - Consulting,Invoice Payment,0,1073.95,320691
INV1907,05-03-2024,06-03-2024,546.12,acctnt_3,06-03-2024,8906,Accounts Payable,Salary Expense,546.12,0,320145
INV1908,03-03-2024,06-03-2024,2548.94,acctnt_2,06-03-2024,8907,Salaries Expense,Cloud Service Renewal,2548.94,0,317596
INV1909,01-03-2024,06-03-2024,4240.53,acctnt_5,06-03-2024,8908,Revenue - Software Sales,Cloud Service Renewal,0,4240.53,321836
INV1910,05-03-2024,06-03-2024,2369.98,acctnt_2,06-03-2024,8909,Software Subscriptions,Invoice Payment,2369.98,0,319466
INV1911,29-02-2024,06-03-2024,4483.3,acctnt_5,06-03-2024,8910,Revenue - Software Sales,Software Purchase,0,4483.3,323950
INV1912,01-03-2024,06-03-2024,2314.7,acctnt_4,06-03-2024,8911,Revenue - Consulting,Maintenance Fee,0,2314.7,326264
INV1913,05-03-2024,06-03-2024,971.75,acctnt_2,06-03-2024,8912,Revenue - Consulting,Client Payment,0,971.75,327236
INV1914,29-02-2024,06-03-2024,3316.81,acctnt_3,06-03-2024,8913,Revenue - Consulting,Office Rent,0,3316.81,330553
INV1915,05-03-2024,06-03-2024,4348.42,acctnt_4,06-03-2024,8914,Salaries Expense,Office Rent,4348.42,0,326204
INV1916,01-03-2024,06-03-2024,637.1,acctnt_6,06-03-2024,8915,Accounts Receivable,Office Rent,0,637.1,326841
INV1917,06-03-2024,06-03-2024,1569.38,acctnt_2,06-03-2024,8916,Revenue - Consulting,Maintenance Fee,0,1569.38,328411
INV1918,28-02-2024,06-03-2024,1903.33,acctnt_5,06-03-2024,8917,Software Subscriptions,Salary Expense,1903.33,0,326507
INV1919,04-03-2024,06-03-2024,4189.05,acctnt_4,06-03-2024,8918,Revenue - Consulting,Equipment Purchase,0,4189.05,330697
INV1920,03-03-2024,06-03-2024,331.72,acctnt_5,06-03-2024,8919,Revenue - Consulting,Cloud Service Renewal,0,331.72,331028
INV1921,29-02-2024,06-03-2024,2577.61,acctnt_4,06-03-2024,8920,Office Rent,Software Purchase,2577.61,0,328451
INV1922,05-03-2024,06-03-2024,2555.36,acctnt_4,06-03-2024,8921,Revenue - Consulting,Software Purchase,0,2555.36,331006
INV1923,01-03-2024,06-03-2024,4415.91,acctnt_4,06-03-2024,8922,Salaries Expense,Cloud Service Renewal,4415.91,0,326590
INV1924,28-02-2024,06-03-2024,3121.04,acctnt_1,06-03-2024,8923,Equipment Purchase,Salary Expense,3121.04,0,323469
INV1925,04-03-2024,06-03-2024,1506.65,acctnt_6,06-03-2024,8924,Revenue - Consulting,Client Payment,0,1506.65,324976
INV1926,01-03-2024,06-03-2024,811.42,acctnt_1,06-03-2024,8925,Salaries Expense,Office Rent,811.42,0,324164
INV1927,02-03-2024,06-03-2024,1117.39,acctnt_4,06-03-2024,8926,Accounts Receivable,Maintenance Fee,0,1117.39,325282
INV1928,03-03-2024,06-03-2024,747.95,acctnt_5,06-03-2024,8927,Revenue - Consulting,Salary Expense,0,747.95,326030
INV1929,07-03-2024,07-03-2024,2937.06,acctnt_1,07-03-2024,8928,Software Subscriptions,Software Purchase,2937.06,0,323093
INV1930,06-03-2024,07-03-2024,372.98,acctnt_2,07-03-2024,8929,Accounts Payable,Salary Expense,372.98,0,322720
INV1931,29-02-2024,07-03-2024,2353.79,acctnt_4,07-03-2024,8930,Salaries Expense,Software Purchase,2353.79,0,320366
INV1932,06-03-2024,07-03-2024,1266.03,acctnt_1,07-03-2024,8931,Revenue - Software Sales,Equipment Purchase,0,1266.03,321632
INV1933,04-03-2024,07-03-2024,3713.04,acctnt_6,07-03-2024,8932,Accounts Payable,Office Rent,3713.04,0,317919
INV1934,03-03-2024,07-03-2024,1943.65,acctnt_4,07-03-2024,8933,Revenue - Consulting,Client Payment,0,1943.65,319862
INV1935,06-03-2024,07-03-2024,4584.45,acctnt_5,07-03-2024,8934,Revenue - Consulting,Salary Expense,0,4584.45,324447
INV1936,01-03-2024,07-03-2024,1162.02,acctnt_5,07-03-2024,8935,Office Rent,Client Payment,1162.02,0,323285
INV1937,02-03-2024,07-03-2024,3531.61,acctnt_2,07-03-2024,8936,Accounts Receivable,Equipment Purchase,0,3531.61,326816
INV1938,01-03-2024,07-03-2024,1706.67,acctnt_3,07-03-2024,8937,Revenue - Consulting,Maintenance Fee,0,1706.67,328523
INV1939,04-03-2024,07-03-2024,2853.61,acctnt_6,07-03-2024,8938,Salaries Expense,Invoice Payment,2853.61,0,325670
INV1940,07-03-2024,07-03-2024,508.11,acctnt_2,07-03-2024,8939,Salaries Expense,Office Rent,508.11,0,325161
INV1941,05-03-2024,07-03-2024,3175.02,acctnt_3,07-03-2024,8940,Revenue - Consulting,Salary Expense,0,3175.02,328336
INV1942,29-02-2024,07-03-2024,1638.68,acctnt_4,07-03-2024,8941,Salaries Expense,Client Payment,1638.68,0,326698
INV1943,06-03-2024,07-03-2024,4808.97,acctnt_5,07-03-2024,8942,Revenue - Consulting,Cloud Service Renewal,0,4808.97,331507
INV1944,03-03-2024,07-03-2024,4441.02,acctnt_4,07-03-2024,8943,Salaries Expense,Equipment Purchase,4441.02,0,327066
INV1945,06-03-2024,07-03-2024,2556.28,acctnt_1,07-03-2024,8944,Revenue - Consulting,Office Rent,0,2556.28,329622
INV1946,06-03-2024,07-03-2024,917.71,acctnt_4,07-03-2024,8945,Salaries Expense,Maintenance Fee,917.71,0,328704
INV1947,05-03-2024,07-03-2024,384,acctnt_2,07-03-2024,8946,Revenue - Consulting,Office Rent,0,384,329088
INV1948,07-03-2024,07-03-2024,4446.29,acctnt_2,07-03-2024,8947,Revenue - Software Sales,Equipment Purchase,0,4446.29,333535
INV1949,01-03-2024,07-03-2024,3890.67,acctnt_1,07-03-2024,8948,Revenue - Consulting,Software Purchase,0,3890.67,337425
INV1950,07-03-2024,07-03-2024,4746.03,acctnt_1,07-03-2024,8949,Revenue - Software Sales,Software Purchase,0,4746.03,342171
INV1951,03-03-2024,07-03-2024,3718.28,acctnt_2,07-03-2024,8950,Revenue - Consulting,Software Purchase,0,3718.28,345890
INV1952,07-03-2024,07-03-2024,374.27,acctnt_4,07-03-2024,8951,Revenue - Consulting,Cloud Service Renewal,0,374.27,346264
INV1953,01-03-2024,08-03-2024,1600.72,acctnt_6,08-03-2024,8952,Salaries Expense,Cloud Service Renewal,1600.72,0,344663
INV1954,05-03-2024,08-03-2024,726.64,acctnt_1,08-03-2024,8953,Salaries Expense,Client Payment,726.64,0,343936
INV1955,03-03-2024,08-03-2024,1625.64,acctnt_1,08-03-2024,8954,Accounts Payable,Cloud Service Renewal,1625.64,0,342311
INV1956,03-03-2024,08-03-2024,3419.34,acctnt_1,08-03-2024,8955,Revenue - Consulting,Cloud Service Renewal,0,3419.34,345730
INV1957,02-03-2024,08-03-2024,2444.82,acctnt_5,08-03-2024,8956,Revenue - Consulting,Salary Expense,0,2444.82,348175
INV1958,04-03-2024,08-03-2024,3957.84,acctnt_6,08-03-2024,8957,Revenue - Consulting,Client Payment,0,3957.84,352133
INV1959,08-03-2024,08-03-2024,482.24,acctnt_6,08-03-2024,8958,Salaries Expense,Cloud Service Renewal,482.24,0,351651
INV1960,07-03-2024,08-03-2024,3969.1,acctnt_5,08-03-2024,8959,Salaries Expense,Invoice Payment,3969.1,0,347681
INV1961,04-03-2024,08-03-2024,785.77,acctnt_1,08-03-2024,8960,Revenue - Consulting,Equipment Purchase,0,785.77,348467
INV1962,06-03-2024,08-03-2024,2220.09,acctnt_3,08-03-2024,8961,Revenue - Consulting,Invoice Payment,0,2220.09,350687
INV1963,06-03-2024,08-03-2024,4677.36,acctnt_3,08-03-2024,8962,Software Subscriptions,Salary Expense,4677.36,0,346010
INV1964,04-03-2024,08-03-2024,4470.38,acctnt_1,08-03-2024,8963,Software Subscriptions,Office Rent,4470.38,0,341540
INV1965,08-03-2024,08-03-2024,4409.74,acctnt_1,08-03-2024,8964,Revenue - Consulting,Software Purchase,0,4409.74,345949
INV1966,04-03-2024,08-03-2024,743.64,acctnt_2,08-03-2024,8965,Salaries Expense,Cloud Service Renewal,743.64,0,345206
INV1967,04-03-2024,08-03-2024,1497.06,acctnt_6,08-03-2024,8966,Revenue - Consulting,Maintenance Fee,0,1497.06,346703
INV1968,05-03-2024,08-03-2024,3623.07,acctnt_6,08-03-2024,8967,Salaries Expense,Maintenance Fee,3623.07,0,343080
INV1969,08-03-2024,08-03-2024,4932.23,acctnt_3,08-03-2024,8968,Revenue - Software Sales,Salary Expense,0,4932.23,348012
INV1970,07-03-2024,08-03-2024,4254.76,acctnt_1,08-03-2024,8969,Software Subscriptions,Maintenance Fee,4254.76,0,343757
INV1971,06-03-2024,08-03-2024,350.24,acctnt_4,08-03-2024,8970,Accounts Payable,Cloud Service Renewal,350.24,0,343407
INV1972,01-03-2024,08-03-2024,2068.25,acctnt_5,08-03-2024,8971,Revenue - Software Sales,Salary Expense,0,2068.25,345475
INV1973,01-03-2024,08-03-2024,1297.23,acctnt_5,08-03-2024,8972,Revenue - Consulting,Salary Expense,0,1297.23,346772
INV1974,08-03-2024,08-03-2024,326.85,acctnt_5,08-03-2024,8973,Software Subscriptions,Cloud Service Renewal,326.85,0,346446
INV1975,04-03-2024,09-03-2024,4580.28,acctnt_1,09-03-2024,8974,Revenue - Consulting,Office Rent,0,4580.28,351026
INV1976,06-03-2024,09-03-2024,1402.85,acctnt_5,09-03-2024,8975,Salaries Expense,Office Rent,1402.85,0,349623
INV1977,07-03-2024,09-03-2024,314.59,acctnt_3,09-03-2024,8976,Revenue - Consulting,Invoice Payment,0,314.59,349938
INV1978,09-03-2024,09-03-2024,4424.89,acctnt_3,09-03-2024,8977,Accounts Payable,Cloud Service Renewal,4424.89,0,345513
INV1979,03-03-2024,09-03-2024,2568.24,acctnt_1,09-03-2024,8978,Software Subscriptions,Software Purchase,2568.24,0,342944
INV1980,05-03-2024,09-03-2024,3313.24,acctnt_3,09-03-2024,8979,Software Subscriptions,Salary Expense,3313.24,0,339631
INV1981,02-03-2024,09-03-2024,2568.64,acctnt_5,09-03-2024,8980,Software Subscriptions,Salary Expense,2568.64,0,337063
INV1982,06-03-2024,09-03-2024,757.06,acctnt_3,09-03-2024,8981,Salaries Expense,Client Payment,757.06,0,336306
INV1983,06-03-2024,09-03-2024,3994.53,acctnt_5,09-03-2024,8982,Revenue - Consulting,Cloud Service Renewal,0,3994.53,340300
INV1984,09-03-2024,09-03-2024,4212.12,acctnt_2,09-03-2024,8983,Revenue - Consulting,Office Rent,0,4212.12,344512
INV1985,06-03-2024,09-03-2024,4620.03,acctnt_6,09-03-2024,8984,Office Rent,Cloud Service Renewal,4620.03,0,339892
INV1986,07-03-2024,09-03-2024,1183.02,acctnt_2,09-03-2024,8985,Accounts Receivable,Maintenance Fee,0,1183.02,341075
INV1987,04-03-2024,09-03-2024,473.45,acctnt_2,09-03-2024,8986,Salaries Expense,Client Payment,473.45,0,340602
INV1988,08-03-2024,09-03-2024,268.4,acctnt_5,09-03-2024,8987,Salaries Expense,Maintenance Fee,268.4,0,340333
INV1989,05-03-2024,09-03-2024,3697.44,acctnt_4,09-03-2024,8988,Accounts Payable,Equipment Purchase,3697.44,0,336636
INV1990,02-03-2024,09-03-2024,388.59,acctnt_3,09-03-2024,8989,Revenue - Consulting,Salary Expense,0,388.59,337024
INV1991,07-03-2024,09-03-2024,3547.62,acctnt_2,09-03-2024,8990,Equipment Purchase,Client Payment,3547.62,0,333477
INV1992,02-03-2024,09-03-2024,4877.41,acctnt_3,09-03-2024,8991,Revenue - Consulting,Equipment Purchase,0,4877.41,338354
INV1993,02-03-2024,09-03-2024,4692.63,acctnt_6,09-03-2024,8992,Revenue - Consulting,Invoice Payment,0,4692.63,343047
INV1994,09-03-2024,09-03-2024,942.76,acctnt_5,09-03-2024,8993,Revenue - Consulting,Maintenance Fee,0,942.76,343990
INV1995,05-03-2024,09-03-2024,210.73,acctnt_6,09-03-2024,8994,Equipment Purchase,Invoice Payment,210.73,0,343779
INV1996,06-03-2024,09-03-2024,2653.07,acctnt_3,09-03-2024,8995,Revenue - Consulting,Maintenance Fee,0,2653.07,346432
INV1997,03-03-2024,09-03-2024,2558.53,acctnt_5,09-03-2024,8996,Accounts Payable,Software Purchase,2558.53,0,343873
INV1998,09-03-2024,09-03-2024,4167.93,acctnt_2,09-03-2024,8997,Equipment Purchase,Cloud Service Renewal,4167.93,0,339706
INV1999,06-03-2024,09-03-2024,3021.27,acctnt_4,09-03-2024,8998,Revenue - Consulting,Invoice Payment,0,3021.27,342727
INV2000,09-03-2024,09-03-2024,3735,acctnt_6,09-03-2024,8999,Accounts Payable,Software Purchase,3735,0,338992
INV2001,04-03-2024,09-03-2024,296.33,acctnt_4,09-03-2024,9000,Office Rent,Equipment Purchase,296.33,0,338695
INV2002,06-03-2024,09-03-2024,3921.85,acctnt_1,09-03-2024,9001,Office Rent,Invoice Payment,3921.85,0,334774
INV2003,04-03-2024,09-03-2024,3916.08,acctnt_5,09-03-2024,9002,Accounts Receivable,Office Rent,0,3916.08,338690
INV2004,09-03-2024,09-03-2024,2918.47,acctnt_6,09-03-2024,9003,Office Rent,Equipment Purchase,2918.47,0,335771
INV2005,08-03-2024,10-03-2024,1023.5,acctnt_4,10-03-2024,9004,Revenue - Software Sales,Maintenance Fee,0,1023.5,336795
INV2006,07-03-2024,10-03-2024,802.4,acctnt_6,10-03-2024,9005,Salaries Expense,Salary Expense,802.4,0,335992
INV2007,04-03-2024,10-03-2024,4065.66,acctnt_6,10-03-2024,9006,Salaries Expense,Salary Expense,4065.66,0,331927
INV2008,04-03-2024,10-03-2024,4607.18,acctnt_5,10-03-2024,9007,Revenue - Consulting,Cloud Service Renewal,0,4607.18,336534
INV2009,08-03-2024,10-03-2024,3681.11,acctnt_5,10-03-2024,9008,Salaries Expense,Invoice Payment,3681.11,0,332853
INV2010,07-03-2024,10-03-2024,2004.05,acctnt_4,10-03-2024,9009,Revenue - Consulting,Client Payment,0,2004.05,334857
INV2011,05-03-2024,10-03-2024,1106.91,acctnt_3,10-03-2024,9010,Revenue - Consulting,Software Purchase,0,1106.91,335964
INV2012,09-03-2024,10-03-2024,2186.36,acctnt_3,10-03-2024,9011,Revenue - Consulting,Maintenance Fee,0,2186.36,338150
INV2013,09-03-2024,10-03-2024,3958.15,acctnt_1,10-03-2024,9012,Revenue - Consulting,Software Purchase,0,3958.15,342108
INV2014,05-03-2024,10-03-2024,4093,acctnt_4,10-03-2024,9013,Equipment Purchase,Invoice Payment,4093,0,338015
INV2015,05-03-2024,10-03-2024,3798.69,acctnt_4,10-03-2024,9014,Revenue - Software Sales,Invoice Payment,0,3798.69,341814
INV2016,04-03-2024,10-03-2024,223.93,acctnt_4,10-03-2024,9015,Revenue - Consulting,Invoice Payment,0,223.93,342038
INV2017,10-03-2024,10-03-2024,3504.24,acctnt_1,10-03-2024,9016,Salaries Expense,Software Purchase,3504.24,0,338534
INV2018,04-03-2024,10-03-2024,872.77,acctnt_2,10-03-2024,9017,Office Rent,Office Rent,872.77,0,337661
INV2019,07-03-2024,10-03-2024,3355.05,acctnt_1,10-03-2024,9018,Accounts Receivable,Salary Expense,0,3355.05,341016
INV2020,03-03-2024,10-03-2024,3132.13,acctnt_1,10-03-2024,9019,Accounts Payable,Office Rent,3132.13,0,337884
INV2021,05-03-2024,10-03-2024,1806.44,acctnt_4,10-03-2024,9020,Revenue - Consulting,Client Payment,0,1806.44,339690
INV2022,10-03-2024,10-03-2024,3758.23,acctnt_1,10-03-2024,9021,Office Rent,Office Rent,3758.23,0,335932
INV2023,09-03-2024,10-03-2024,248.85,acctnt_6,10-03-2024,9022,Salaries Expense,Equipment Purchase,248.85,0,335683
INV2024,04-03-2024,10-03-2024,4393.13,acctnt_4,10-03-2024,9023,Revenue - Consulting,Client Payment,0,4393.13,340076
INV2025,08-03-2024,10-03-2024,2428.47,acctnt_1,10-03-2024,9024,Salaries Expense,Maintenance Fee,2428.47,0,337648
INV2026,03-03-2024,10-03-2024,2965.69,acctnt_5,10-03-2024,9025,Salaries Expense,Software Purchase,2965.69,0,334682
INV2027,08-03-2024,10-03-2024,1656.92,acctnt_6,10-03-2024,9026,Software Subscriptions,Maintenance Fee,1656.92,0,333025
INV2028,05-03-2024,10-03-2024,3872.33,acctnt_3,10-03-2024,9027,Revenue - Consulting,Client Payment,0,3872.33,336897
INV2029,10-03-2024,10-03-2024,4576.52,acctnt_6,10-03-2024,9028,Office Rent,Cloud Service Renewal,4576.52,0,332321
INV2030,05-03-2024,11-03-2024,4946.53,acctnt_5,11-03-2024,9029,Salaries Expense,Client Payment,4946.53,0,327374
INV2031,11-03-2024,11-03-2024,708.95,acctnt_2,11-03-2024,9030,Revenue - Software Sales,Client Payment,0,708.95,328083
INV2032,06-03-2024,11-03-2024,4268.19,acctnt_5,11-03-2024,9031,Revenue - Consulting,Office Rent,0,4268.19,332352
INV2033,08-03-2024,11-03-2024,1866.14,acctnt_1,11-03-2024,9032,Salaries Expense,Software Purchase,1866.14,0,330485
INV2034,07-03-2024,11-03-2024,2930.27,acctnt_6,11-03-2024,9033,Salaries Expense,Salary Expense,2930.27,0,327555
INV2035,08-03-2024,11-03-2024,4338.88,acctnt_3,11-03-2024,9034,Equipment Purchase,Salary Expense,4338.88,0,323216
INV2036,07-03-2024,11-03-2024,3074.1,acctnt_2,11-03-2024,9035,Revenue - Software Sales,Equipment Purchase,0,3074.1,326290
INV2037,10-03-2024,11-03-2024,3853.46,acctnt_5,11-03-2024,9036,Revenue - Consulting,Equipment Purchase,0,3853.46,330144
INV2038,06-03-2024,11-03-2024,3924.9,acctnt_3,11-03-2024,9037,Revenue - Consulting,Salary Expense,0,3924.9,334069
INV2039,09-03-2024,11-03-2024,2601.84,acctnt_1,11-03-2024,9038,Revenue - Consulting,Salary Expense,0,2601.84,336671
INV2040,10-03-2024,11-03-2024,967.86,acctnt_6,11-03-2024,9039,Revenue - Consulting,Software Purchase,0,967.86,337638
INV2041,05-03-2024,11-03-2024,478.71,acctnt_4,11-03-2024,9040,Revenue - Consulting,Maintenance Fee,0,478.71,338117
INV2042,07-03-2024,11-03-2024,2930.13,acctnt_1,11-03-2024,9041,Revenue - Consulting,Office Rent,0,2930.13,341047
INV2043,10-03-2024,11-03-2024,1365.83,acctnt_4,11-03-2024,9042,Revenue - Consulting,Maintenance Fee,0,1365.83,342413
INV2044,06-03-2024,11-03-2024,2781.86,acctnt_1,11-03-2024,9043,Salaries Expense,Office Rent,2781.86,0,339631
INV2045,08-03-2024,11-03-2024,373.06,acctnt_1,11-03-2024,9044,Salaries Expense,Salary Expense,373.06,0,339258
INV2046,09-03-2024,11-03-2024,208.52,acctnt_2,11-03-2024,9045,Accounts Receivable,Office Rent,0,208.52,339467
INV2047,07-03-2024,11-03-2024,3295.12,acctnt_4,11-03-2024,9046,Salaries Expense,Invoice Payment,3295.12,0,336172
INV2048,07-03-2024,11-03-2024,3810.42,acctnt_1,11-03-2024,9047,Revenue - Software Sales,Software Purchase,0,3810.42,339982
INV2049,10-03-2024,11-03-2024,3711.57,acctnt_1,11-03-2024,9048,Revenue - Consulting,Cloud Service Renewal,0,3711.57,343694
INV2050,10-03-2024,11-03-2024,2490.08,acctnt_1,11-03-2024,9049,Office Rent,Maintenance Fee,2490.08,0,341203
INV2051,04-03-2024,11-03-2024,4769.81,acctnt_3,11-03-2024,9050,Software Subscriptions,Client Payment,4769.81,0,336434
INV2052,05-03-2024,11-03-2024,2265.62,acctnt_6,11-03-2024,9051,Revenue - Consulting,Client Payment,0,2265.62,338699
INV2053,08-03-2024,11-03-2024,3633.58,acctnt_6,11-03-2024,9052,Accounts Payable,Cloud Service Renewal,3633.58,0,335066
INV2054,07-03-2024,11-03-2024,771.13,acctnt_5,11-03-2024,9053,Salaries Expense,Cloud Service Renewal,771.13,0,334295
INV2055,11-03-2024,11-03-2024,3912.07,acctnt_3,11-03-2024,9054,Revenue - Consulting,Software Purchase,0,3912.07,338207
INV2056,08-03-2024,11-03-2024,4240.39,acctnt_5,11-03-2024,9055,Revenue - Consulting,Maintenance Fee,0,4240.39,342447
INV2057,08-03-2024,11-03-2024,1783.75,acctnt_5,11-03-2024,9056,Salaries Expense,Client Payment,1783.75,0,340663
INV2058,09-03-2024,11-03-2024,3718.25,acctnt_5,11-03-2024,9057,Equipment Purchase,Salary Expense,3718.25,0,336945
INV2059,08-03-2024,12-03-2024,3650.48,acctnt_2,12-03-2024,9058,Revenue - Consulting,Invoice Payment,0,3650.48,340596
INV2060,06-03-2024,12-03-2024,837.57,acctnt_4,12-03-2024,9059,Revenue - Consulting,Invoice Payment,0,837.57,341433
INV2061,09-03-2024,12-03-2024,3892.96,acctnt_6,12-03-2024,9060,Salaries Expense,Invoice Payment,3892.96,0,337540
INV2062,10-03-2024,12-03-2024,3591.89,acctnt_1,12-03-2024,9061,Equipment Purchase,Client Payment,3591.89,0,333948
INV2063,05-03-2024,12-03-2024,3513.55,acctnt_2,12-03-2024,9062,Office Rent,Software Purchase,3513.55,0,330435
INV2064,09-03-2024,12-03-2024,1878.78,acctnt_5,12-03-2024,9063,Accounts Payable,Client Payment,1878.78,0,328556
INV2065,10-03-2024,12-03-2024,2487.35,acctnt_5,12-03-2024,9064,Accounts Receivable,Equipment Purchase,0,2487.35,331043
INV2066,10-03-2024,12-03-2024,2744.62,acctnt_3,12-03-2024,9065,Revenue - Software Sales,Software Purchase,0,2744.62,333788
INV2067,09-03-2024,12-03-2024,1903.26,acctnt_3,12-03-2024,9066,Revenue - Consulting,Salary Expense,0,1903.26,335691
INV2068,11-03-2024,12-03-2024,2240.09,acctnt_3,12-03-2024,9067,Salaries Expense,Software Purchase,2240.09,0,333451
INV2069,06-03-2024,12-03-2024,2143.28,acctnt_6,12-03-2024,9068,Accounts Payable,Office Rent,2143.28,0,331308
INV2070,05-03-2024,12-03-2024,365.13,acctnt_2,12-03-2024,9069,Accounts Receivable,Equipment Purchase,0,365.13,331673
INV2071,07-03-2024,12-03-2024,4771.19,acctnt_2,12-03-2024,9070,Salaries Expense,Software Purchase,4771.19,0,326902
INV2072,06-03-2024,12-03-2024,3046.53,acctnt_6,12-03-2024,9071,Revenue - Consulting,Client Payment,0,3046.53,329948
INV2073,06-03-2024,12-03-2024,4976.29,acctnt_6,12-03-2024,9072,Salaries Expense,Invoice Payment,4976.29,0,324972
INV2074,07-03-2024,12-03-2024,910.22,acctnt_6,12-03-2024,9073,Revenue - Consulting,Cloud Service Renewal,0,910.22,325882
INV2075,05-03-2024,12-03-2024,3287.83,acctnt_3,12-03-2024,9074,Office Rent,Invoice Payment,3287.83,0,322594
INV2076,07-03-2024,12-03-2024,4176.6,acctnt_5,12-03-2024,9075,Accounts Payable,Office Rent,4176.6,0,318418
INV2077,12-03-2024,12-03-2024,727.72,acctnt_4,12-03-2024,9076,Revenue - Consulting,Salary Expense,0,727.72,319145
INV2078,12-03-2024,12-03-2024,1504.76,acctnt_2,12-03-2024,9077,Salaries Expense,Cloud Service Renewal,1504.76,0,317641
INV2079,05-03-2024,12-03-2024,696.65,acctnt_4,12-03-2024,9078,Software Subscriptions,Client Payment,696.65,0,316944
